"Objective_function","Early_InitAge_20","Early_InitAge_19","Early_InitAge_18","Early_InitAge_17","Early_InitAge_16","Early_InitAge_15","Early_InitAge_14","Early_InitAge_13","Early_InitAge_12","Early_InitAge_11","Early_InitAge_10","Early_InitAge_9","Early_InitAge_8","Early_InitAge_7","Early_InitAge_6","Early_InitAge_5","Early_InitAge_4","Early_InitAge_3","Early_InitAge_2","Early_InitAge_1","Early_RecrDev_1966","Early_RecrDev_1967","Early_RecrDev_1968","Early_RecrDev_1969","Main_RecrDev_1970","Main_RecrDev_1971","Main_RecrDev_1972","Main_RecrDev_1973","Main_RecrDev_1974","Main_RecrDev_1975","Main_RecrDev_1976","Main_RecrDev_1977","Main_RecrDev_1978","Main_RecrDev_1979","Main_RecrDev_1980","Main_RecrDev_1981","Main_RecrDev_1982","Main_RecrDev_1983","Main_RecrDev_1984","Main_RecrDev_1985","Main_RecrDev_1986","Main_RecrDev_1987","Main_RecrDev_1988","Main_RecrDev_1989","Main_RecrDev_1990","Main_RecrDev_1991","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Late_RecrDev_2011","Late_RecrDev_2012","Late_RecrDev_2013","Late_RecrDev_2014","ForeRecr_2015","ForeRecr_2016","ForeRecr_2017","SPB_Virgin","SPB_Initial","SPB_1966","SPB_1967","SPB_1968","SPB_1969","SPB_1970","SPB_1971","SPB_1972","SPB_1973","SPB_1974","SPB_1975","SPB_1976","SPB_1977","SPB_1978","SPB_1979","SPB_1980","SPB_1981","SPB_1982","SPB_1983","SPB_1984","SPB_1985","SPB_1986","SPB_1987","SPB_1988","SPB_1989","SPB_1990","SPB_1991","SPB_1992","SPB_1993","SPB_1994","SPB_1995","SPB_1996","SPB_1997","SPB_1998","SPB_1999","SPB_2000","SPB_2001","SPB_2002","SPB_2003","SPB_2004","SPB_2005","SPB_2006","SPB_2007","SPB_2008","SPB_2009","SPB_2010","SPB_2011","SPB_2012","SPB_2013","SPB_2014","SPB_2015","SPB_2016","SPB_2017","Recr_Virgin","Recr_Initial","Recr_1966","Recr_1967","Recr_1968","Recr_1969","Recr_1970","Recr_1971","Recr_1972","Recr_1973","Recr_1974","Recr_1975","Recr_1976","Recr_1977","Recr_1978","Recr_1979","Recr_1980","Recr_1981","Recr_1982","Recr_1983","Recr_1984","Recr_1985","Recr_1986","Recr_1987","Recr_1988","Recr_1989","Recr_1990","Recr_1991","Recr_1992","Recr_1993","Recr_1994","Recr_1995","Recr_1996","Recr_1997","Recr_1998","Recr_1999","Recr_2000","Recr_2001","Recr_2002","Recr_2003","Recr_2004","Recr_2005","Recr_2006","Recr_2007","Recr_2008","Recr_2009","Recr_2010","Recr_2011","Recr_2012","Recr_2013","Recr_2014","Recr_2015","Recr_2016","Recr_2017","Recr_Unfished","ForeCatch_2015","ForeCatch_2016","ForeCatch_2017"
307.945,-0.727034,0.979014,1.62522,-0.404467,-1.7549,0.0385175,-1.91481,-1.02306,0.718038,-0.58864,0.923405,-0.249504,-1.74893,-1.18328,-1.01699,0.0999071,-1.2425,0.0230263,1.90432,-0.512702,-0.908979,1.4723,1.42681,-2.23711,1.9846,-1.33576,-0.296441,1.36957,-0.253451,-0.507475,-1.11924,1.72359,-0.771828,-0.837226,3.04868,-2.06175,-0.658251,-1.90717,2.4037,-0.801775,-2.21592,1.49678,0.803071,-1.10703,1.34025,-0.834496,-1.31304,1.22393,0.72601,0.209636,0.504121,0.0405094,0.748243,2.55524,-2.26026,-0.262911,-1.76107,0.286215,-2.6443,0.610759,0.57701,-2.69272,1.64895,-0.508024,2.84928,-1.06177,0.905598,-2.84708,1.94124,1.39336,0.751022,1.33481,4919170,4919170,1963540,2301780,2296750,2437700,2680440,2676330,3025190,3258960,3167320,3099350,3018030,2800620,2526430,2605500,2667280,2580590,3840240,5034340,5439640,5186620,5573250,5754080,5432060,5132800,4803600,4374990,4009530,3601640,3134420,2670430,2528340,2297240,2040120,1765660,1542520,2223500,2825940,3036850,2842500,2393750,1854470,1421260,1206170,960432,1066880,1106120,1831390,2521260,2782130,2642800,2338460,2383810,3583320,3583320,437449,4966760,4742930,123625,8640670,312151,909529,4894700,959585,740646,399242,6729950,540375,510324,25010400,149605,666603,200440,15108900,608187,149443,6149360,3047890,447484,5117800,572499,349203,4322440,2549330,1463100,1936070,1185790,2322260,13492100,104141,867186,206829,1630240,85635.8,2121920,1897430,65480.9,4700300,489292,14772400,300697,2624520,67793,8352550,4766380,2425420,4371970,3583320,728013,595176,615836
301.664,1.04069,0.501902,-1.01893,0.299796,0.487794,1.08238,-1.19178,-1.06106,0.1501,0.441479,-0.417988,-1.74971,1.20506,0.230343,-0.343202,-1.67601,0.673346,-0.142958,0.355056,0.758899,1.26984,-1.47473,1.11701,-0.563452,2.08973,-0.972324,-0.397287,1.35316,-1.48509,0.279517,-0.0589345,1.14504,-1.98666,-0.496841,2.73024,-2.32069,-0.854869,-2.73355,2.52166,-2.25352,-2.59152,1.73286,0.917685,-2.12567,1.816,-0.913365,-1.2516,1.01552,1.10946,0.303393,0.534227,-0.121247,0.633902,2.5595,-0.600518,0.280347,-2.81807,0.626079,-2.60904,0.846,0.827221,-2.34491,2.30248,0.256457,3.05525,-0.821,2.38192,1.85087,-1.55288,3.13359,0.432927,-0.103415,3945460,3945460,1882180,1785320,1756930,1772440,1755390,1632310,1890530,2148350,2167360,2145870,2083480,1962340,1860200,1862090,1804110,1702910,2253980,2846650,3074340,2952930,3321280,3554740,3443900,3358100,3223940,3000170,2869230,2698340,2453980,2044750,1920680,1741780,1537570,1295140,1063970,1557620,2075500,2358720,2302240,1992180,1564260,1216960,1055310,859801,1200810,1528720,2557530,3521120,4357210,5053210,4487150,4710070,2074140,2074140,2672280,171128,2282410,425458,6036900,280928,504649,2929330,171538,1001060,712336,2365360,102861,456354,11477300,73183.7,322898,49937.1,9598990,80839.2,57942,4387200,1939270,92363.1,4749290,308995,219879,2116020,2313190,1022190,1282350,661227,1393430,9412480,391124,979489,45113.3,1423470,55945.3,1755720,1692990,69352.5,7122950,896993,15336400,325104,8275110,4934950,165278,18003900,1205110,705850,2074140,1073460,1029760,811903
317.011,0.938832,2.02019,0.805482,1.37001,-1.31883,-1.62446,-0.190001,-1.2649,-2.33543,1.52212,-1.51894,-0.982417,0.946364,-0.143731,-1.88141,0.417211,0.188388,-2.1125,-0.448146,-1.74704,1.32422,-0.485695,1.23095,-1.31177,2.16793,-0.188333,-0.15927,1.12017,-2.13142,-0.318002,-1.10125,1.72504,-2.46598,0.138585,2.49721,-2.72574,-0.118554,-0.451779,2.55903,-1.41321,-0.469845,1.73076,0.790318,-2.08649,1.37344,-1.44918,-2.16263,1.26656,0.763413,0.0347917,0.382842,0.24387,0.435046,2.33441,-1.22104,-0.285989,-1.54661,0.341969,-2.35307,0.925064,0.473778,-3.05603,1.71877,0.0795094,2.60192,-0.192109,0.635246,2.51268,0.958634,-1.87484,-0.608378,-0.912849,4825330,4825330,2039580,1705590,1601120,1647840,1776110,1749920,2318380,2839710,2967810,2974200,2831190,2562030,2275770,2414780,2508300,2494180,3276310,3944140,4101380,3867090,4558590,5030960,4938330,4898420,4764250,4401070,4063660,3644680,3145530,2667310,2548770,2328930,2089390,1827550,1604610,2261040,2837640,3032710,2826790,2383580,1855950,1507860,1378960,1173310,1420340,1626530,2572700,3424750,3708720,4541970,4355640,3492190,3809450,3809450,5061630,812374,4486910,354158,11594600,1096990,1162310,4248130,164987,1011760,460629,7715990,115557,1571220,16671700,89840.9,1243270,900900,18330200,344079,891361,8085700,3154530,177582,5642590,334189,163067,5000200,2995170,1428020,2015110,1740120,2085320,13738900,386525,1021640,295126,1960180,131717,3445950,2141080,61205,7163680,1356790,17397700,1083350,2595670,17319100,3678760,218674,774324,564111,3809450,1238160,1347720,1137040
298.81,1.62342,1.6106,-2.1614,-1.21452,0.555755,0.400253,-0.278827,-0.401564,0.774208,-1.87396,0.697093,0.00775067,0.340362,0.695926,-1.19935,-1.21398,-1.73289,-0.550026,-0.645773,0.835947,1.26722,1.25172,1.73093,0.574244,2.07031,0.0402936,-0.721361,1.64328,-0.782698,0.518776,-3.01847,1.70428,-1.64088,0.731388,2.87276,-1.49928,-0.790306,0.511976,2.77343,-1.554,-4.70858,1.78834,0.732898,-3.79566,1.516,-0.5658,-2.14495,1.14144,1.17684,0.200365,0.550206,0.476116,0.538323,2.4508,-1.17276,-0.0740052,-2.80301,0.454636,-2.08499,0.998723,0.61165,-2.14244,1.57633,0.0250673,2.39495,-1.0158,0.466049,-0.262023,0.630782,1.17136,-0.0560603,1.86677,4011530,4011530,1645520,1468390,1452380,1696510,2086810,2342710,2860440,3248340,3259540,3255800,3184920,3028080,2796720,2801590,2763610,2714010,3555470,4358380,4605040,4464240,5071140,5477070,5329870,5137570,4827800,4379550,3970540,3540180,3071190,2532190,2369100,2156080,1918050,1688720,1479790,2017870,2521300,2730360,2582290,2184340,1695750,1338950,1187340,990630,1114550,1195650,1685490,2154340,2262530,2112350,1699210,1485010,2463220,2463220,3234070,3174710,5124960,1618550,7258460,955359,447492,4769760,421624,1549320,45062.2,5064990,178361,1912370,16273100,205398,418876,1543850,14824100,195642,8354.79,5543450,1928920,20818.9,4217480,525476,108220,2890760,2989520,1122700,1591130,1474940,1565850,10569500,281099,849738,55703.5,1449480,114257,2487980,1680220,106283,4363200,918612,9870690,326707,1452330,705013,1723210,2954870,861795,5874290,2463220,495087,410720,326783
304.331,-2.15164,-0.93102,0.823054,-0.32024,-1.44115,0.180432,1.39153,-1.33325,-0.213731,-1.7381,0.301362,1.04611,0.677136,-1.28483,-0.406574,0.765015,-1.25509,0.715474,-0.00472116,-2.23028,0.467305,0.844497,0.291854,0.757238,1.43355,-0.740376,-0.289817,0.844034,-0.41465,0.319992,-1.07658,1.75203,-3.50586,-0.0197958,2.75204,-3.67741,-1.04214,0.364457,2.46679,-0.710202,-0.656591,1.63811,0.373603,-1.90101,1.55016,-0.39735,-1.02913,1.34109,0.922356,0.231721,0.59275,0.00910212,0.584886,2.56551,-1.02848,-0.22947,-5.4982,0.384441,-2.37295,1.05682,0.9798,-2.75768,1.9452,0.478854,2.76039,-1.66984,1.11404,0.534857,-1.50524,1.05704,1.867,-0.238663,4157640,4157640,1883560,1708080,1479130,1436780,1374100,1300390,1440540,1564210,1528490,1441540,1372640,1294000,1233330,1397130,1521750,1573090,2213470,2862820,3128050,3103010,3523070,3789260,3723760,3647130,3440420,3147020,2890920,2632660,2355460,1998190,1921950,1761660,1573840,1331620,1116930,1602680,2110030,2368010,2291280,1946280,1500790,1162550,1054120,892739,1108280,1297620,1967650,2616840,2907510,2924910,2414360,1870940,1997350,1997350,1144280,1655080,939758,1492330,2921310,330265,523903,1641220,465130,964091,237354,3990830,20664.1,684157,11032300,17855,255948,1061230,8726120,363831,386157,3843120,1084430,111422,3504970,497819,263517,2804950,1832800,908237,1299270,719713,1267270,9030760,243164,562251,2961.14,1070650,67794.8,2068550,1872440,43359.5,4721500,1063910,10738700,130347,2192190,1252080,163745,2123690,4721200,564548,1997350,588543,607254,428124
310.941,-0.369078,0.410544,-0.390373,-1.41737,1.40365,0.830717,-1.30091,1.58243,-0.739266,0.199744,-0.15392,-1.25475,0.369132,2.33801,0.507941,-1.39295,-0.198949,-0.528683,-1.66543,0.494211,0.282319,2.35157,-2.88732,-0.466061,2.32075,0.688223,-0.168313,1.69751,-0.886178,0.309988,-0.40758,1.47675,-2.45819,0.225439,2.57179,0.0838474,-1.589,-1.54379,2.11931,-0.666011,-1.74525,1.10003,0.484967,-1.84977,1.25919,-0.995662,-2.72169,1.03694,0.603891,-0.0334642,0.194058,0.227796,0.232208,2.34826,-0.427931,-0.212868,-3.92482,-0.213849,-2.96523,0.54166,0.671291,-3.03506,2.01518,0.757747,2.87783,-0.833292,-1.24195,1.94716,1.88848,1.37005,0.0123809,-0.733134,6945220,6945220,4877200,4241060,3731060,4611570,5254290,5192180,6072260,6910630,7000060,7163990,7020960,6561250,5938440,5769290,5467090,5055920,6205300,7273030,7369890,6723300,6997510,7073720,6544050,6034700,5516080,4879200,4487970,4062420,3505730,3021610,2884570,2643250,2360870,2068930,1808330,2589000,3267150,3474660,3195330,2628120,1979320,1521670,1366220,1154010,1538580,1908690,3333720,4468020,4635670,5052700,4969380,4876750,6668660,6668660,3042390,23120700,117708,1416590,23840400,4644510,2051800,13651600,1033470,3434880,1668890,10823200,206695,3004300,30963200,2519660,498152,539750,21098000,1276790,437699,7548540,4012100,381280,8351940,847705,147287,6126360,3781900,1892930,2333770,2329460,2228360,17397600,1013560,1486240,39803.3,1664210,103060,3180680,3183360,68169.9,10006700,2570850,25362200,694476,586503,15676400,14944100,9117090,2334770,1102040,6668660,1347420,1427430,1453500
301.151,-1.37217,1.05147,1.59256,-2.794,0.11287,-0.684229,0.421716,-0.588166,-0.0682237,0.292877,-1.09232,-1.174,1.58555,1.64745,0.0749113,-0.748468,0.726667,0.439257,-1.672,-0.563646,0.354097,1.09152,1.27697,-1.19584,2.04821,-1.94386,0.272187,1.28626,-0.0399315,-0.0861117,-1.28499,1.67344,-1.02672,-0.625219,2.6936,-2.18783,-0.50429,-1.15862,2.56621,-2.3142,-1.10692,1.56098,-0.0677953,-2.30051,1.33033,-0.945877,-1.61815,0.990193,0.948789,0.227321,0.623005,-0.196838,0.412531,2.34671,-1.50323,-0.0674559,-2.60135,0.359558,-1.82734,0.883016,0.676681,-2.95698,1.8904,0.646442,2.92835,-0.519242,1.30249,2.08412,-0.741316,1.85296,-1.88916,-0.05623,4758140,4758140,3066130,2721300,2352580,2279550,2375090,2338810,2734920,3049310,3079860,3077510,3046560,2893940,2672750,2747090,2790330,2705730,3478620,4224790,4454550,4239750,4760660,5107110,4967150,4796930,4455630,3981650,3577040,3169370,2741900,2257470,2130530,1963720,1806440,1586100,1375220,1948820,2488650,2724800,2595340,2212720,1738070,1398380,1285840,1101320,1400960,1718120,2995240,4174920,4769200,5332790,4608100,3811970,3010210,3010210,1588590,3305480,3953250,332940,8552600,157777,1457110,4034200,1071420,1023030,308362,5929780,397160,594066,16423200,124431,676286,353576,14681200,111342,373479,5390540,1056790,113234,4266100,436672,222217,3004610,2866710,1381110,2045440,897021,1641760,11262400,237158,1020480,81989.9,1589910,178121,2658000,2132960,55494.3,7022550,1996080,19965400,644585,4097420,9049910,538348,7225250,170685,1061620,3010210,1209100,1299350,921020
297.663,1.14436,-1.67818,-2.49126,-0.468762,-1.59371,1.33322,1.11002,1.161,-0.792068,-1.11389,-1.15298,-0.897152,0.0343633,-1.47581,-0.805021,0.0875407,-0.0530518,1.26666,-1.49831,0.194147,0.913318,1.87175,0.647343,1.57671,2.39117,-0.0413348,-2.16424,1.50485,-0.430792,0.45212,-1.47233,1.37049,-0.847036,-0.841237,3.02548,-1.31077,-0.94461,-0.494773,2.41456,-1.86883,-1.13412,1.33973,0.296656,-1.90568,1.28543,-0.0662541,-1.59432,0.999451,1.15115,-0.00218295,0.337173,0.24974,0.587224,2.48298,-2.39956,-0.297599,-4.14322,0.115514,-2.75691,0.871529,0.771342,-2.43554,2.01333,0.561465,2.92995,-1.03684,0.944236,0.351643,-0.604196,-0.769533,-0.0636473,-0.69247,5462970,5462970,2313640,2261650,2199560,2665700,3047390,3433190,4579410,5406180,5423490,5334310,5094140,4730810,4260430,4078960,3856520,3512370,5055100,6483370,6856080,6454840,6935900,7114320,6650190,6178120,5605980,4908180,4389660,3931290,3423010,2900010,2828860,2673410,2420250,2133830,1897940,2714790,3384660,3564960,3269510,2713940,2080260,1663170,1535360,1331430,1697240,2027300,3419590,4559990,4965840,4856710,3204450,1901050,4818200,4818200,3669110,9497210,2765940,7440130,17438200,1578460,201149,8129430,1173970,2830580,409830,6939640,740135,737696,34823600,445977,693738,1132470,20939900,286419,603252,7184090,2507980,274265,6567440,1660890,352701,4611290,5197700,1571300,2191000,1975370,2686310,17163600,124780,1147830,26019.4,1863250,103187,3694750,3072280,114436,9473510,2084660,24675000,499191,4225160,2487670,971943,820478,1517320,688312,4818200,1519340,1120510,672037
294.604,1.81674,-0.0599337,0.386298,0.488803,0.32271,-0.888811,0.607586,0.577041,0.785727,1.21607,-1.48252,-0.0998295,-0.3918,0.0548474,-1.46093,-0.289882,-1.8875,-1.96687,0.411134,-1.02246,-0.57171,1.32921,0.666914,0.402573,2.1701,0.196606,-1.3496,1.36264,-1.10472,0.217877,-2.61276,1.78582,-2.20288,-0.327054,2.87729,-1.31629,-0.513456,-1.02125,2.49978,-1.35654,-1.83081,1.6632,-0.0619724,-0.713148,1.44758,-2.4621,-1.40909,1.07997,1.0066,0.542826,0.438306,0.0394724,0.667675,2.39846,-0.811036,-0.0323442,-2.85291,0.119222,-1.30878,0.847713,0.599496,-4.42785,1.97967,0.573361,3.20093,-0.53505,0.0862967,-1.28856,0.636621,-2.46928,-0.43449,-0.088452,4683630,4683630,1932600,1661470,1354210,1362500,1425030,1420920,1877380,2332020,2437200,2474660,2434330,2303350,2123410,2256670,2348860,2321350,3254940,4172680,4512210,4352610,4814730,5087810,4893310,4728680,4412050,3988110,3650140,3275420,2850180,2364950,2238720,2085710,1916500,1679530,1464440,1989820,2488690,2705160,2559810,2148170,1655190,1290430,1132190,921067,1160770,1398930,2714610,3972470,4446800,4290100,3252680,2189320,2936870,2936870,550925,3572990,1754850,1349330,7991920,1109850,251636,3944020,336919,1267610,74560.8,6009240,109741,723927,17958300,270496,634276,392593,13378800,281932,177110,5857960,1040060,540676,4661510,92504.4,262586,3123470,2849270,1741460,1554130,1029900,1899500,10433500,408190,950125,58850.4,1164330,276869,2323440,1720910,10620,6208650,1425710,21209300,531885,1127190,298981,2073280,92528.1,686333,914168,2936870,960747,894089,616483
298.537,-1.5331,0.125299,0.388922,0.71001,-1.30297,-2.08075,-0.604912,1.83343,-0.388582,1.40586,0.281486,0.699229,-1.80546,-1.00348,1.2681,0.401415,0.382091,-0.904205,-1.9,0.351644,-1.15553,1.17625,1.41114,-0.364971,2.04359,-1.74042,-0.960256,1.45193,-2.32677,0.496346,-1.35287,1.28802,0.241446,-0.329541,2.71434,-0.539344,-2.92141,-0.906839,2.65248,-1.07423,-2.29227,1.54154,0.775868,-2.21731,1.68485,-1.08469,-2.088,1.49179,1.14357,0.465825,0.4168,0.429269,0.887977,2.56207,-1.70032,0.0309925,-2.51888,0.595947,-4.34923,1.16043,0.726608,-1.73557,1.86625,0.389592,3.08044,0.381881,-0.154317,2.02169,-0.504067,0.0493096,-0.339858,2.19676,3885020,3885020,2189630,1923620,1595570,1518170,1596380,1600770,1931050,2197510,2180700,2150800,2085530,1974740,1845530,1842950,1850740,1820750,2437070,3070300,3281150,3131280,3603320,3943560,3870050,3729110,3491390,3170800,2937870,2685670,2373910,2029040,2001200,1906020,1730270,1506930,1331790,1897990,2428590,2663520,2541360,2170530,1698620,1362730,1227660,1036070,1215810,1370460,2366700,3399330,3790270,4051810,3460610,2699040,2232810,2232810,255912,2609970,3248910,547442,6115460,139048,308242,3472180,79305.6,1333360,209358,2924510,1021470,577029,12113900,467361,44079.6,334811,11803200,283482,84403.2,3917270,1820250,91106,4497780,280706,102528,3659240,2563980,1287850,1224970,1235700,1939420,10214600,142089,829466,65911.2,1493230,10598.9,2592000,1647760,137508,4983200,1114050,16762200,1143360,700108,6291660,505700,881813,593619,7407620,2232810,894335,838066,661758
309.095,-1.92142,1.69257,-0.0324127,1.12751,-0.88403,1.87825,-0.0378434,-0.0459552,1.03757,1.34774,-0.30782,-1.40987,0.543697,0.38263,-0.733417,-0.377451,1.10635,-1.64303,-1.59091,0.581618,1.45536,0.469605,0.963213,0.547127,1.78817,0.141604,-0.741356,1.09549,-1.01806,-0.0494486,-2.40311,1.48483,-1.30546,0.962805,2.52029,-0.366995,-2.52044,-1.60567,2.12497,-1.84127,-2.54898,1.2553,0.0590606,-3.08483,1.09692,-0.48057,-0.940342,0.890184,0.817047,0.0324528,0.424721,-0.0419177,0.522758,2.42241,-1.88281,-0.243163,-1.48553,0.129332,-2.00552,1.13268,0.835493,-1.29883,2.36942,0.43829,3.32011,0.0852215,1.3643,1.17446,0.239952,0.125398,-0.41628,0.323578,5952240,5952240,3108480,2821280,2833620,3013440,3138870,3142850,3544870,3878630,3829990,3716870,3522920,3238680,2902330,2909180,2894210,2951030,3938010,4823290,5027810,4698190,4977390,5071970,4730050,4437100,4062490,3590450,3211130,2863390,2506310,2108190,2054400,1920820,1755370,1543260,1362130,2097970,2746710,3006530,2851180,2427080,1901590,1624010,1613390,1511360,2199100,2834250,5270190,7451560,8540330,8843750,6495970,4387960,4356870,4356870,6341110,2319190,3802890,2541000,8862190,1708270,722657,4606930,555381,1455590,137012,6583510,395414,3822630,18125800,1014220,124201,319664,13407200,251639,124992,5625380,1684600,71963.1,4648490,940111,581436,3542970,3196220,1396260,2052500,1263100,2163100,13873800,179306,1058520,326362,1672450,195606,4348930,3028550,341472,13351600,1894330,37811400,1580620,6304560,5417470,2153700,1926090,1088880,2170900,4356870,2361850,1913120,1282660
298.873,-0.365155,1.12738,2.37266,-1.44217,0.657061,0.22786,2.66463,-2.88095,0.302592,-0.742195,-1.83164,-0.00401357,-2.81832,-0.34781,-0.109887,0.0339937,-0.498745,-0.151293,-0.449591,0.795353,0.690476,1.9646,-1.4161,-1.15085,2.11709,-0.110313,-1.94385,1.65295,-1.75265,0.182902,-2.19169,1.72377,-0.0916119,-1.4041,2.86251,-2.14376,-1.81681,-0.466129,2.63714,-2.77769,-2.10647,1.83786,0.826379,-2.37596,1.5212,-0.698129,-1.46754,1.25842,1.1665,0.520842,0.372047,0.37972,0.720693,2.56572,-0.694693,-0.0235789,-2.75826,0.550692,-3.19443,0.971927,0.733017,-2.23477,2.03404,0.624408,2.99259,-0.494737,0.856278,-0.546289,-1.59194,0.236176,-1.21008,0.449716,3816920,3816920,1787950,1611890,1476490,1769910,1954260,1869450,2130140,2402230,2388160,2401190,2370090,2243570,2065750,2124120,2189500,2145320,2864470,3578340,3803230,3636430,4064180,4328980,4173550,4056350,3867770,3560560,3264320,2932520,2561740,2121250,2025880,1881570,1681730,1466390,1264240,1823830,2373980,2626400,2515090,2142130,1667910,1306520,1140910,937002,1177220,1422880,2418110,3353220,3729080,3637720,2706320,1904840,2243340,2243340,1629770,5792130,195968,258345,6819560,733501,118018,4328550,143616,995177,92552.8,4632460,751154,202442,14450400,96666.4,135643,527319,11763600,52284.5,102605,5306920,1928310,78362.7,3855580,418075,193185,2939740,2668190,1387600,1193110,1197760,1673880,10501900,398715,798896,52524.7,1442770,34038.5,2179560,1693810,85683.6,6055380,1452230,15833200,491181,1951960,485766,171254,1064840,248311,1285430,2243340,837831,662358,458677
310.846,2.82255,0.834224,0.153758,-0.268625,0.929557,0.307012,-1.11706,0.598157,-1.70312,1.96374,1.10509,-1.06139,-1.05747,-2.87567,-2.16997,-1.0051,-0.432361,-1.72767,1.45214,0.030126,-2.55613,1.89923,0.400825,0.893537,2.25331,0.723763,-1.4127,1.2787,-0.998782,0.7163,-1.9855,1.55812,-4.51096,-0.682489,2.83879,-1.40533,0.0942973,-1.33274,2.52714,-0.93049,-2.11685,1.73195,0.332874,-1.78416,1.45694,-1.08383,-0.943176,1.07525,1.18007,0.139645,0.379747,0.00903021,0.749593,2.40667,-1.01507,-0.452085,-1.60501,0.0373027,-2.03385,0.644027,0.857403,-3.11961,1.76051,0.0209455,2.64023,-1.28954,1.04506,0.638656,-0.713853,-0.107962,-0.360496,0.210414,4647860,4647860,2547320,2466600,2209500,2447900,2675650,2767840,3447780,4083750,4178420,4096560,3865020,3592710,3268560,3236320,3127450,2892540,3882790,4823560,5119000,4848430,5364490,5659370,5383000,5183200,4858390,4359970,3973870,3555520,3084570,2592220,2516800,2365950,2167820,1882000,1666690,2359530,2959660,3150280,2923570,2426190,1848880,1416150,1268260,1079160,1334980,1522990,2413470,3180040,3478830,3467910,2554080,1748240,3687770,3687770,101883,8738290,1926620,3193520,12565800,2732110,329454,4926760,506048,2808100,187549,6449540,14797.2,679938,22927400,326459,1501460,365929,17430700,547308,168132,7915340,1948230,234026,5958500,466199,532992,3975950,4359260,1512580,1916630,1313300,2723880,14005000,448752,827864,267985,1393100,174315,2485710,2966830,53160.2,6848440,1160840,16677200,335841,3709760,2544070,663189,1215220,915765,1540160,3687770,942982,758470,515098
294.267,-0.654424,-2.24951,0.302225,-1.58086,0.202908,-0.831587,-1.46169,-1.27632,-1.64815,-0.293096,1.44894,0.028632,-3.11254,-1.66185,-1.64517,-0.84067,-0.931414,-1.70763,0.641401,0.0127899,0.511501,1.49114,-0.590014,-0.0378266,2.00653,0.422694,-2.50222,1.32289,-0.643846,-0.399443,-0.813209,1.31037,-0.623708,0.248843,2.62097,-2.35777,-1.1802,-0.842012,2.28762,-1.61883,-1.77774,1.33594,0.76777,-3.1254,1.30838,-1.06408,-1.03072,1.02473,1.20414,0.135474,0.199518,0.0111432,0.626708,2.45214,-0.34891,-0.309979,-3.14799,0.397047,-2.83535,1.06841,0.660653,-3.03081,2.28498,0.757744,3.19754,-2.58738,0.0565408,0.603775,-0.219477,0.834249,-1.37952,-0.918481,5203510,5203510,1321830,1264540,1189210,1383030,1483200,1417110,1724300,2091460,2178360,2217290,2212430,2098200,1957250,1982990,1992720,1987140,2670460,3348620,3590830,3464830,3829200,4045720,3901930,3741070,3534140,3255550,3005900,2719610,2410030,2012500,1980040,1888590,1718280,1489890,1275390,1802520,2347870,2618340,2523890,2171040,1714140,1397040,1284830,1101310,1491230,1905200,3355720,4693780,5210050,5180470,4055300,3026310,2790550,2790550,1370650,3603630,441355,801569,6310550,1279000,72172.7,3452010,486945,623924,412334,3411300,486004,1166270,12515600,86090,295561,429028,9902150,198213,171275,3879830,2188720,44377,3711500,342240,349743,2688760,3150460,1044530,1109780,909850,1647740,9865310,573742,653050,40381.6,1426250,55927.8,2696580,1703660,40301.7,8008370,1657570,20794000,67808.2,1054020,1896320,841035,2411070,256818,391685,2790550,1072840,970466,708743
